[20897016] 13: [0, 13, 255, 1, 255, 14381585] gtir [256, 4, 2]
[827915635] 13: [0, 13, 255, 1, 255, 12915144] gtir [256, 4, 2]
[890944514] 13: [0, 13, 255, 1, 255, 2731987] gtir [256, 4, 2]
[918442871] 13: [0, 13, 255, 1, 255, 16736484] gtir [256, 4, 2]
[918902333] 13: [0, 13, 255, 1, 255, 5227854] gtir [256, 4, 2]
[919506054] 13: [0, 13, 255, 1, 255, 8791347] gtir [256, 4, 2]
[923369166] 13: [0, 13, 255, 1, 255, 13737057] gtir [256, 4, 2]
[928860194] 13: [0, 13, 255, 1, 255, 752859] gtir [256, 4, 2]
[929781483] 13: [0, 13, 255, 1, 255, 446542] gtir [256, 4, 2]
[930255242] 13: [0, 13, 255, 1, 255, 1431923] gtir [256, 4, 2]
[938080042] 13: [0, 13, 255, 1, 255, 12934341] gtir [256, 4, 2]
[978799744] 13: [0, 13, 255, 1, 255, 14711993] gtir [256, 4, 2]
[979897188] 13: [0, 13, 255, 1, 255, 15033453] gtir [256, 4, 2]
[983093794] 13: [0, 13, 255, 1, 255, 10899213] gtir [256, 4, 2]
[1007626762] 13: [0, 13, 255, 1, 255, 4759681] gtir [256, 4, 2]
[1075608609] 13: [0, 13, 255, 1, 255, 2183546] gtir [256, 4, 2]
[1084150584] 13: [0, 13, 255, 1, 255, 12976213] gtir [256, 4, 2]
[1141539610] 13: [0, 13, 255, 1, 255, 7546801] gtir [256, 4, 2]
[1175582564] 13: [0, 13, 255, 1, 255, 9954113] gtir [256, 4, 2]
[1201264284] 13: [0, 13, 255, 1, 255, 7116365] gtir [256, 4, 2]
[1230945518] 13: [0, 13, 255, 1, 255, 516463] gtir [256, 4, 2]
[1284225231] 13: [0, 13, 255, 1, 255, 3504594] gtir [256, 4, 2]
[1293530333] 13: [0, 13, 255, 1, 255, 14522088] gtir [256, 4, 2]
[1311455455] 13: [0, 13, 255, 1, 255, 8465366] gtir [256, 4, 2]
[1315903867] 13: [0, 13, 255, 1, 255, 15712242] gtir [256, 4, 2]
[1353547430] 13: [0, 13, 255, 1, 255, 8943517] gtir [256, 4, 2]
[1365645117] 13: [0, 13, 255, 1, 255, 7943170] gtir [256, 4, 2]
[1463498432] 13: [0, 13, 255, 1, 255, 6440875] gtir [256, 4, 2]
[1472979698] 13: [0, 13, 255, 1, 255, 2999247] gtir [256, 4, 2]
[1525703005] 13: [0, 13, 255, 1, 255, 12396714] gtir [256, 4, 2]
[1534024601] 13: [0, 13, 255, 1, 255, 3053076] gtir [256, 4, 2]
[1578993358] 13: [0, 13, 255, 1, 255, 1869793] gtir [256, 4, 2]
[1595882282] 13: [0, 13, 255, 1, 255, 8804897] gtir [256, 4, 2]
[1607921300] 13: [0, 13, 255, 1, 255, 16720955] gtir [256, 4, 2]
[1608380342] 13: [0, 13, 255, 1, 255, 7974695] gtir [256, 4, 2]
[1626820194] 13: [0, 13, 255, 1, 255, 3122997] gtir [256, 4, 2]
[1689989727] 13: [0, 13, 255, 1, 255, 6771652] gtir [256, 4, 2]
[1695828686] 13: [0, 13, 255, 1, 255, 16060237] gtir [256, 4, 2]
[1793379229] 13: [0, 13, 255, 1, 255, 7977994] gtir [256, 4, 2]
[1859022260] 13: [0, 13, 255, 1, 255, 5708353] gtir [256, 4, 2]
[1883344386] 13: [0, 13, 255, 1, 255, 48951] gtir [256, 4, 2]
[1921952574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[1985305802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[2016402733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[2048311025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[2057841826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[2065037749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[2084927641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[2152370036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[2157930540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[2213802724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[2236879750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[2252643276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[2319186333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[2372697574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[2436050802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[2467147733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[2499056025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[2508586826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[2515782749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[2535672641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[2603115036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[2608675540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[2664547724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[2687624750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[2703388276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[2769931333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[2823442574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[2886795802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[2917892733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[2949801025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[2959331826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[2966527749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[2986417641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[3053860036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[3059420540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[3115292724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[3138369750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[3154133276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[3220676333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[3274187574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[3337540802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[3368637733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[3400546025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[3410076826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[3417272749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[3437162641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[3504605036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[3510165540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[3566037724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[3589114750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[3604878276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[3671421333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[3724932574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[3788285802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[3819382733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[3851291025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[3860821826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[3868017749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[3887907641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[3955350036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[3960910540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[4016782724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[4039859750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[4055623276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[4122166333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[4175677574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[4239030802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[4270127733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[4302036025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[4311566826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[4318762749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[4338652641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[4406095036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[4411655540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[4467527724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[4490604750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[4506368276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[4572911333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[4626422574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[4689775802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[4720872733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[4752781025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[4762311826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[4769507749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[4789397641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[4856840036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[4862400540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[4918272724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[4941349750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[4957113276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[5023656333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[5077167574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[5140520802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[5171617733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[5203526025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[5213056826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[5220252749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[5240142641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[5307585036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[5313145540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[5369017724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[5392094750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[5407858276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[5474401333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[5527912574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[5591265802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[5622362733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[5654271025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[5663801826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[5670997749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[5690887641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[5758330036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[5763890540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[5819762724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[5842839750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[5858603276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[5925146333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[5978657574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[6042010802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[6073107733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[6105016025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[6114546826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[6121742749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[6141632641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[6209075036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[6214635540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[6270507724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[6293584750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[6309348276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[6375891333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[6429402574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[6492755802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[6523852733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[6555761025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[6565291826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[6572487749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[6592377641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[6659820036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[6665380540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[6721252724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[6744329750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[6760093276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[6826636333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[6880147574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[6943500802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[6974597733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[7006506025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[7016036826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[7023232749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[7043122641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[7110565036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[7116125540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[7171997724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[7195074750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[7210838276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[7277381333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[7330892574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[7394245802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[7425342733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[7457251025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[7466781826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[7473977749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[7493867641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[7561310036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[7566870540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[7622742724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[7645819750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[7661583276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[7728126333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[7781637574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[7844990802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[7876087733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[7907996025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[7917526826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[7924722749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[7944612641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[8012055036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[8017615540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[8073487724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[8096564750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[8112328276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[8178871333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[8232382574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[8295735802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[8326832733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[8358741025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[8368271826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[8375467749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[8395357641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[8462800036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[8468360540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[8524232724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[8547309750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[8563073276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[8629616333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[8683127574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[8746480802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[8777577733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[8809486025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[8819016826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[8826212749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[8846102641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[8913545036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[8919105540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[8974977724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[8998054750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[9013818276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[9080361333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[9133872574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[9197225802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[9228322733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[9260231025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[9269761826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[9276957749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[9296847641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[9364290036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[9369850540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[9425722724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[9448799750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[9464563276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[9531106333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[9584617574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[9647970802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[9679067733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[9710976025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[9720506826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[9727702749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[9747592641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[9815035036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[9820595540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[9876467724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[9899544750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[9915308276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[9981851333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[10035362574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[10098715802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[10129812733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[10161721025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[10171251826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[10178447749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[10198337641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[10265780036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[10271340540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[10327212724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[10350289750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[10366053276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[10432596333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[10486107574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
[10549460802] 13: [0, 13, 255, 1, 255, 6303479] gtir [256, 4, 2]
[10580557733] 13: [0, 13, 255, 1, 255, 8212878] gtir [256, 4, 2]
[10612466025] 13: [0, 13, 255, 1, 255, 7449782] gtir [256, 4, 2]
[10621996826] 13: [0, 13, 255, 1, 255, 2342295] gtir [256, 4, 2]
[10629192749] 13: [0, 13, 255, 1, 255, 10295060] gtir [256, 4, 2]
[10649082641] 13: [0, 13, 255, 1, 255, 14366250] gtir [256, 4, 2]
[10716525036] 13: [0, 13, 255, 1, 255, 16446259] gtir [256, 4, 2]
[10722085540] 13: [0, 13, 255, 1, 255, 13323839] gtir [256, 4, 2]
[10777957724] 13: [0, 13, 255, 1, 255, 7356333] gtir [256, 4, 2]
[10801034750] 13: [0, 13, 255, 1, 255, 15085495] gtir [256, 4, 2]
[10816798276] 13: [0, 13, 255, 1, 255, 11695911] gtir [256, 4, 2]
[10883341333] 13: [0, 13, 255, 1, 255, 2628852] gtir [256, 4, 2]
[10936852574] 13: [0, 13, 255, 1, 255, 15279825] gtir [256, 4, 2]
