x=571, y=674..698
x=620, y=740..741
y=1506, x=667..684
x=505, y=1435..1440
x=601, y=1822..1826
x=714, y=668..674
y=560, x=699..703
x=626, y=405..410
x=532, y=177..190
y=32, x=623..632
x=465, y=1164..1170
x=685, y=831..836
x=625, y=626..636
y=474, x=686..691
x=472, y=502..527
y=882, x=634..637
x=648, y=1064..1069
y=1068, x=455..469
x=666, y=1061..1073
x=612, y=6..7
x=710, y=1705..1714
x=454, y=414..427
y=896, x=534..560
y=1207, x=616..636
y=30, x=688..691
x=699, y=153..174
x=496, y=54..65
y=108, x=501..503
y=949, x=723..728
x=557, y=1307..1309
x=627, y=175..186
x=615, y=875..880
x=476, y=1463..1471
y=68, x=485..505
x=610, y=1770..1782
x=541, y=709..711
y=1117, x=660..664
x=549, y=807..818
y=45, x=680..703
y=1728, x=488..490
x=461, y=1607..1615
y=376, x=619..639
x=458, y=1756..1765
x=707, y=1617..1625
y=1549, x=647..667
x=703, y=1291..1296
x=497, y=430..439
y=42, x=494..497
y=487, x=552..558
y=1084, x=697..706
x=678, y=248..271
x=690, y=58..71
x=534, y=707..716
x=719, y=724..747
y=446, x=671..687
x=723, y=15..26
x=652, y=639..656
y=663, x=611..637
x=695, y=1565..1571
x=623, y=404..410
x=469, y=1264..1267
x=460, y=1785..1798
y=975, x=504..506
x=493, y=265..277
x=664, y=1112..1117
x=697, y=734..743
x=630, y=1162..1170
x=600, y=26..49
x=502, y=244..254
x=638, y=1108..1111
x=598, y=711..712
y=506, x=600..602
x=590, y=1201..1208
x=444, y=1049..1069
x=715, y=1163..1191
x=716, y=927..938
x=545, y=501..528
x=602, y=1181..1184
x=587, y=460..482
x=488, y=1719..1728
x=575, y=1633..1642
x=464, y=556..559
y=716, x=534..552
y=676, x=468..471
x=480, y=1161..1181
x=716, y=754..761
y=964, x=577..586
x=572, y=1031..1042
x=576, y=673..698
x=498, y=182..195
y=280, x=443..458
y=1781, x=712..732
y=922, x=566..582
x=560, y=582..596
x=444, y=970..994
x=513, y=225..227
x=484, y=834..841
x=624, y=928..942
y=736, x=523..542
x=449, y=1797..1815
y=620, x=471..473
x=579, y=373..401
x=733, y=957..960
x=644, y=272..294
x=478, y=1161..1181
x=512, y=753..756
y=941, x=658..686
x=514, y=318..345
y=759, x=532..552
x=485, y=179..191
x=677, y=971..990
y=615, x=607..630
x=538, y=972..986
x=631, y=1600..1608
y=735, x=451..475
y=712, x=712..715
x=725, y=1721..1726
y=550, x=527..544
x=654, y=273..294
y=792, x=481..502
y=381, x=546..556
x=571, y=1112..1124
y=668, x=539..543
x=658, y=961..972
x=588, y=1016..1028
x=470, y=1461..1474
x=723, y=947..949
y=186, x=670..697
x=521, y=239..251
y=1150, x=667..691
x=531, y=349..354
x=555, y=1493..1506
x=689, y=643..647
x=594, y=785..806
y=656, x=535..556
y=806, x=588..594
y=841, x=482..484
x=508, y=1320..1327
y=863, x=502..518
x=678, y=1186..1193
x=676, y=1474..1488
x=542, y=289..304
x=648, y=1435..1440
x=501, y=12..24
x=472, y=1419..1447
x=706, y=704..711
x=701, y=336..340
x=576, y=1132..1141
y=1840, x=545..561
x=512, y=1708..1727
y=172, x=498..514
x=550, y=1050..1061
x=470, y=175..182
x=543, y=1716..1741
x=511, y=832..845
x=683, y=1260..1268
x=679, y=385..410
y=711, x=683..706
x=672, y=534..537
x=535, y=1501..1522
x=670, y=1445..1451
x=463, y=1786..1798
x=679, y=337..340
x=557, y=934..947
x=539, y=583..596
x=660, y=1577..1591
y=1347, x=445..448
x=626, y=204..214
x=671, y=1734..1746
x=695, y=560..579
y=1814, x=547..559
x=594, y=436..462
y=1592, x=446..469
x=639, y=739..741
x=640, y=1264..1267
x=577, y=947..964
y=1202, x=490..494
x=614, y=970..976
x=706, y=1470..1491
x=698, y=1342..1345
x=600, y=1280..1287
x=568, y=124..128
x=725, y=90..113
y=1462, x=650..664
y=1571, x=683..695
x=550, y=1528..1549
y=579, x=683..695
y=1499, x=503..505
y=132, x=549..553
x=610, y=1746..1750
y=186, x=624..627
x=566, y=721..724
x=697, y=625..650
x=629, y=1474..1488
y=466, x=457..477
x=479, y=287..297
x=533, y=514..522
x=693, y=1724..1737
y=1491, x=688..706
x=637, y=1429..1443
x=659, y=1341..1351
y=1264, x=634..640
x=459, y=1186..1189
x=732, y=448..455
x=721, y=792..795
x=705, y=450..451
x=662, y=50..52
x=533, y=729..731
y=1640, x=609..614
x=675, y=96..104
x=559, y=722..724
x=469, y=1419..1447
x=574, y=977..980
x=451, y=273..276
x=643, y=124..142
x=482, y=834..841
y=1563, x=651..654
x=588, y=1497..1511
y=1131, x=496..503
x=455, y=1299..1301
x=632, y=1241..1254
x=703, y=724..747
y=1440, x=642..648
y=1443, x=637..656
x=503, y=1664..1682
y=1267, x=469..485
x=705, y=1427..1436
x=704, y=1721..1734
y=1296, x=637..657
x=514, y=1584..1587
x=696, y=1639..1649
x=711, y=1462..1472
y=272, x=552..561
x=630, y=80..102
y=651, x=544..548
x=719, y=1141..1159
x=678, y=1006..1009
y=558, x=475..485
x=680, y=871..888
y=1815, x=444..449
y=1436, x=702..705
y=1132, x=458..479
y=489, x=449..486
x=500, y=142..154
x=668, y=1404..1418
x=703, y=19..45
x=445, y=18..36
y=756, x=506..512
x=573, y=508..517
x=515, y=1353..1356
x=477, y=1669..1693
y=1159, x=719..722
x=600, y=1360..1387
x=481, y=1709..1734
x=561, y=1830..1840
y=763, x=724..733
x=556, y=605..616
x=447, y=320..340
y=1447, x=469..472
y=960, x=727..733
y=382, x=597..601
x=650, y=110..132
x=505, y=5..12
x=709, y=1508..1515
x=612, y=875..880
x=498, y=54..65
x=711, y=448..455
x=554, y=386..408
x=506, y=973..975
x=607, y=275..301
x=619, y=1451..1465
y=1822, x=647..671
y=1141, x=574..576
x=632, y=366..369
y=547, x=535..537
x=610, y=478..480
y=885, x=602..624
y=1746, x=598..607
y=1802, x=709..728
y=1639, x=466..471
x=725, y=29..32
x=644, y=1064..1069
x=563, y=1570..1579
y=1488, x=629..676
y=392, x=517..527
y=434, x=505..507
x=674, y=857..862
x=653, y=706..729
x=475, y=483..485
x=596, y=1620..1630
y=563, x=582..604
x=641, y=1789..1808
x=570, y=1611..1618
y=1147, x=569..585
y=1267, x=523..532
x=598, y=592..597
x=606, y=425..429
y=1181, x=662..668
y=1116, x=578..581
x=698, y=1527..1532
y=565, x=467..492
x=660, y=1112..1117
x=539, y=661..668
x=703, y=1254..1267
x=609, y=1635..1640
x=724, y=153..174
x=594, y=1583..1585
x=572, y=853..858
y=1647, x=558..581
x=556, y=365..381
x=486, y=1364..1390
x=651, y=562..579
x=579, y=1016..1028
x=501, y=120..129
x=442, y=1703..1723
x=459, y=1521..1525
y=1647, x=712..733
x=521, y=789..800
x=451, y=1833..1839
y=1585, x=594..601
x=600, y=504..506
x=494, y=1417..1443
x=723, y=1761..1773
x=595, y=150..157
x=463, y=1388..1391
y=656, x=652..654
y=902, x=477..566
y=994, x=440..444
x=507, y=355..376
x=729, y=134..146
y=1494, x=503..505
x=620, y=1495..1507
x=707, y=979..994
y=996, x=453..476
x=635, y=26..35
x=569, y=1051..1062
x=623, y=23..32
x=532, y=1049..1061
y=1833, x=472..493
x=536, y=1240..1249
x=518, y=1664..1682
x=667, y=1496..1506
x=540, y=499..508
y=1692, x=594..600
x=530, y=514..522
y=397, x=659..669
y=1004, x=555..572
x=541, y=765..778
x=485, y=306..318
x=475, y=324..337
y=1105, x=555..578
x=511, y=1138..1145
y=36, x=445..453
x=471, y=1549..1557
x=684, y=384..410
x=495, y=122..135
x=701, y=643..658
x=466, y=1618..1639
x=555, y=973..986
x=477, y=351..362
y=572, x=526..546
y=1356, x=496..515
x=494, y=1180..1202
y=589, x=715..723
x=703, y=539..560
y=652, x=712..714
x=733, y=1637..1647
x=613, y=249..271
x=503, y=642..652
y=1575, x=702..708
x=702, y=1663..1666
y=419, x=465..512
x=446, y=1569..1592
x=700, y=464..478
y=21, x=489..493
x=687, y=1240..1242
x=556, y=315..326
y=65, x=496..498
x=503, y=97..108
x=574, y=1585..1604
x=590, y=1774..1793
x=567, y=77..85
x=555, y=993..1004
x=669, y=1646..1654
x=647, y=1537..1549
y=797, x=511..514
x=611, y=499..509
x=683, y=1599..1608
x=447, y=372..384
x=493, y=1817..1833
y=778, x=627..641
y=292, x=485..487
y=888, x=673..680
x=695, y=1164..1191
y=1476, x=493..502
x=552, y=22..24
x=706, y=1072..1084
x=672, y=57..71
y=446, x=443..465
y=537, x=661..672
y=1775, x=697..700
y=818, x=549..551
x=617, y=449..469
y=697, x=513..543
y=214, x=626..642
x=588, y=1703..1729
x=515, y=1534..1538
y=1249, x=678..693
x=458, y=72..73
x=468, y=1462..1474
y=1766, x=476..503
x=642, y=205..214
y=1751, x=517..522
y=294, x=644..654
x=635, y=1747..1750
y=350, x=719..721
x=589, y=1394..1413
y=1456, x=688..694
x=583, y=976..980
x=572, y=994..1004
y=834, x=482..484
x=499, y=575..587
y=1799, x=483..510
y=1254, x=558..632
x=651, y=50..52
x=634, y=226..234
y=938, x=716..729
y=1591, x=503..525
y=297, x=479..495
y=1418, x=646..668
y=1510, x=493..511
x=707, y=1041..1047
y=614, x=521..534
x=612, y=890..899
x=660, y=1386..1395
x=523, y=723..736
y=724, x=559..566
y=1239, x=716..730
x=673, y=490..515
x=487, y=284..292
x=724, y=323..340
x=611, y=1517..1531
y=1794, x=524..536
x=444, y=684..709
x=653, y=791..799
y=1435, x=505..510
x=460, y=228..255
x=438, y=413..427
x=620, y=1777..1779
x=625, y=725..733
x=571, y=908..918
x=655, y=394..411
y=836, x=685..709
x=495, y=286..297
x=556, y=643..656
x=544, y=539..550
x=616, y=1197..1207
x=543, y=688..697
x=552, y=461..487
y=775, x=529..532
x=632, y=929..942
y=1038, x=560..563
x=469, y=817..845
y=821, x=540..557
x=582, y=1697..1711
x=638, y=1061..1073
y=181, x=521..526
x=460, y=556..559
x=701, y=1748..1760
y=190, x=516..532
x=544, y=651..653
x=577, y=854..858
x=553, y=127..132
x=649, y=1517..1531
x=718, y=89..113
y=482, x=563..587
x=558, y=776..778
x=683, y=703..711
x=655, y=109..132
x=532, y=1455..1471
x=564, y=991..999
x=466, y=133..150
y=1099, x=447..457
x=563, y=1048..1059
y=1400, x=549..571
y=1763, x=494..497
y=1203, x=561..565
y=1121, x=642..670
x=478, y=181..195
x=489, y=1265..1287
x=657, y=1283..1296
x=640, y=1326..1336
y=830, x=637..649
y=817, x=514..517
x=522, y=641..652
x=648, y=201..206
x=552, y=788..795
y=1091, x=485..494
x=674, y=1343..1354
x=539, y=1073..1087
x=563, y=1029..1038
x=586, y=242..260
x=669, y=390..397
x=501, y=97..108
y=1061, x=532..550
x=565, y=1690..1704
x=490, y=1719..1728
x=498, y=162..172
x=692, y=491..502
x=690, y=1643..1645
y=1022, x=661..664
y=310, x=671..678
y=1193, x=675..678
x=691, y=1129..1150
x=523, y=198..208
y=674, x=698..714
y=1006, x=678..680
y=1842, x=627..637
x=616, y=249..271
y=562, x=475..485
x=693, y=791..795
x=586, y=948..964
y=455, x=711..732
x=605, y=739..741
y=1182, x=701..703
x=498, y=1710..1734
x=601, y=1583..1585
y=683, x=493..507
y=1531, x=611..649
y=643, x=689..691
x=544, y=1689..1704
x=534, y=610..614
x=542, y=23..24
x=600, y=1680..1692
x=617, y=1599..1608
x=496, y=1117..1131
x=565, y=1074..1087
x=687, y=998..1025
y=776, x=552..558
y=1332, x=577..604
y=331, x=618..639
y=1392, x=668..671
x=654, y=640..656
x=638, y=247..268
y=1296, x=548..567
x=538, y=1454..1471
y=501, x=707..711
y=1439, x=526..531
y=644, x=642..648
x=698, y=1721..1734
x=637, y=1282..1296
x=456, y=351..362
y=1726, x=725..727
x=727, y=1013..1036
x=471, y=391..402
x=516, y=178..190
y=132, x=650..655
y=502, x=692..699
x=507, y=427..434
x=577, y=1310..1332
x=485, y=284..292
x=647, y=1262..1273
x=472, y=53..58
x=696, y=370..374
x=557, y=1659..1668
x=669, y=1575..1588
x=705, y=1509..1515
x=507, y=160..169
y=147, x=516..518
x=594, y=1679..1692
x=672, y=961..972
y=1181, x=478..480
x=581, y=1496..1511
y=1627, x=651..677
x=438, y=1049..1069
x=597, y=382..387
x=683, y=1566..1571
x=517, y=1740..1751
x=673, y=872..888
x=678, y=118..133
x=677, y=1578..1591
x=512, y=407..419
y=318, x=483..485
x=550, y=664..676
x=702, y=1560..1575
y=688, x=674..682
x=448, y=411..423
x=716, y=1215..1239
x=464, y=157..162
y=94, x=617..619
x=622, y=58..64
x=665, y=200..206
x=698, y=805..811
x=649, y=58..64
x=567, y=1282..1296
y=973, x=476..486
x=665, y=1746..1768
x=596, y=1248..1251
x=547, y=970..980
x=479, y=908..933
x=675, y=208..235
x=524, y=142..154
y=996, x=639..647
x=604, y=1703..1729
x=476, y=1742..1766
x=653, y=1534..1544
y=323, x=542..548
y=999, x=564..566
y=747, x=703..719
y=374, x=696..713
y=1351, x=659..664
x=542, y=517..527
x=717, y=50..77
x=523, y=939..941
y=26, x=718..723
x=518, y=1597..1601
x=630, y=545..548
x=654, y=490..515
y=1414, x=705..713
y=954, x=470..484
y=1826, x=601..605
x=569, y=193..205
x=661, y=1017..1022
x=724, y=748..763
x=581, y=1775..1793
y=1502, x=675..678
x=627, y=750..778
x=510, y=1533..1538
x=649, y=95..104
x=647, y=1078..1085
x=492, y=870..882
x=504, y=973..975
x=542, y=791..801
y=807, x=613..623
y=191, x=483..485
x=654, y=1561..1563
y=1042, x=555..572
y=820, x=507..523
x=540, y=809..821
y=1711, x=572..582
y=1111, x=621..638
y=653, x=544..548
y=451, x=691..705
x=722, y=643..658
x=686, y=470..474
x=510, y=639..649
y=1525, x=448..459
y=1589, x=585..608
y=508, x=475..540
x=682, y=681..688
y=1251, x=596..618
x=681, y=1042..1047
x=577, y=149..157
x=604, y=555..563
y=1697, x=632..637
x=640, y=1198..1211
y=1208, x=590..593
x=536, y=1792..1794
x=608, y=1493..1497
x=562, y=790..801
x=449, y=273..276
y=304, x=542..556
y=1845, x=712..735
x=647, y=1802..1822
x=549, y=1384..1400
x=525, y=448..461
x=537, y=536..547
x=648, y=435..440
x=633, y=1788..1808
y=1284, x=497..499
y=1693, x=451..477
x=566, y=893..902
x=503, y=1573..1591
y=941, x=523..528
x=480, y=71..73
y=682, x=453..477
